Company ID	Company Name (Korean)	Company Name (English)	기업설명	매출	누적투자금액 (억원)	직원수	카테고리	키워드
CP00010341	스튜디오좋	SeuTyooDiOJo Co.	종합 광고 서비스를 제공하는 기업	6791941000	None	23	광고/마케팅	SNS,애드테크,마케팅솔루션,소비자조사,B2B,SaaS/엔터프라이즈,용역,콘텐츠,교육/컨설팅/용역
CP00010316	에드믹바이오	EDMICBIO INC.	3D 바이오프린팅 기술 기반 장기칩과 의료기기를 개발하는 기업	104232000	7.0	8	헬스케어/바이오,AI/딥테크/블록체인	바이오/의료,의료기기,3D프린팅,B2B,SaaS/엔터프라이즈,용역,상품/하드웨어,소프트웨어,비영리/기부/사회적기업
CP00010299	니치크	NICHIC CO., LTD.	니치향수 브랜드 '니치크'를 운영하는 기업	429947000	None	8	커머스,뷰티/화장품	이커머스,향수,B2C,상품판매/브랜드/하드웨어,WEB,상품/하드웨어,O2O,오프라인매장
CP00000455	요쿠스	YOKUSEU CO.,LTD.	클라우드 기반 SaaS형 동영상 소프트웨어 "플립플랍(FLIPFLOP)" 운영하는 기업	331164000	70.0	11	콘텐츠/예술,AI/딥테크/블록체인	영상/비디오,인공지능,B2B,SaaS/엔터프라이즈,소프트웨어,기타DeepTech
CP00010243	비포플레이	B4PLAY, INC.	게임 정보 검색 및 추천 플랫폼 '비포플레이'를 운영하는 기업	0	None	4	콘텐츠/예술,소셜미디어/커뮤니티,게임	미디어,영상/비디오,커뮤니티,RPG,아케이드,어드벤처,전략시뮬레이션,대전게임,캐주얼게임,B2C,플랫폼/마켓플레이스,WEB,콘텐츠
CP00014899	티앤케이팩토리	Tnk Factory Corp.	보상형 광고 및 디스플레이 광고 등의 모바일 광고 플랫폼 서비스를 제공하는 기업	35726238000	189.0	79	광고/마케팅	리워드,애드테크,마케팅솔루션,B2B,광고
CP00000107	인진	INGINE, INC.	파력 발전 기술 기반 재생에너지 프로젝트 개발 기업	755353000	145.0	10	환경/에너지	기타신재생에너지,B2B,상품판매/브랜드/하드웨어,상품/하드웨어
CP00016557	덱스레보	Dexlevo Inc.	고분자 액상필러 브랜드 '고우리'를 운영하는 기업	11291385000	365.0	60	커머스,헬스케어/바이오,제조/하드웨어	유통,바이오/의료,제조기술,하드웨어,B2B
CP00001848	스파크바이오파마	SPARK BIOPHARMA, INC.	저분자화합물 기반 신약을 개발하는 기업	300000000	359.0	34	헬스케어/바이오,제조/하드웨어	바이오/의료,신약,화학,B2B,용역,상품/하드웨어,교육/컨설팅/용역
CP00010184	타르트	TART INC.	대체 투자상품 비교 플랫폼 ’프랩‘을 운영하는 기업	108098000	None	8	커머스,물류,금융/보험/핀테크	이커머스,투자,B2B,B2C,플랫폼/마켓플레이스,WEB,금융상품
CP00012123	펫핀스	PETFINS CO.,LTD.	복합인증 기반 펫보험 비교분석 플랫폼 '펫핀스'를 운영하는 기업	None	5.9	6	금융/보험/핀테크,홈리빙/펫	자산관리,보험/인슈어테크,펫케어/펫테크,펫보험,B2C,플랫폼/마켓플레이스,APP,WEB,금융상품
CP00010186	솔파	SOLFA CO., LTD.	유튜브 채널 'SOLFA', 'ODG', '1994'의 운영 및 영상콘텐츠를 제작하는 기업	2080540000	None	11	콘텐츠/예술,소셜미디어/커뮤니티	영상/비디오,B2C,플랫폼/마켓플레이스,광고,WEB,콘텐츠,한류/K-POP/K-Contents
CP00010138	포지큐브	Posicube Co.,Ltd.	인공지능 컨택센터(AICC) 서비스 ‘robi(로비)’를 개발 및 운영하는 기업	5221107000	110.0	74	AI/딥테크/블록체인	인공지능,B2B,SaaS/엔터프라이즈,소프트웨어
CP00010137	인졀미	INJEWELME CO., LTD.	AI 건강관리 플랫폼 '우주두잇'을 운영하는 기업	97531000	None	5	콘텐츠/예술,헬스케어/바이오	디지털헬스케어,다이어트,인공지능,B2C,유아동,초등학생,플랫폼/마켓플레이스,APP,콘텐츠
CP00010139	딥팜	DEEP FARM CO.,LTD.	AI 기반 가축 모니터링 솔루션을 제공하는 기업	61000000	3000.0	7	푸드/농업,AI/딥테크/블록체인	축산업,인공지능,B2C,SaaS/엔터프라이즈,구독,상품판매/브랜드/하드웨어,상품/하드웨어,소프트웨어
CP00010668	프라우들리	Proudlee Inc.	한옥스테이 기반 숙박시설 브랜드 '버틀러리'를 운영하는 기업	4514488000	6.0	9	여행/레저	숙박,플랫폼/마켓플레이스
CP00016340	스토리타코	Storytaco, Inc.	여성향 연애 시뮬레이션 게임 '더티크라운스캔들' 및 '마왕님은로맨스가싫어' 등을 운영하는 기업	3664568000	30.0	49	게임	전략시뮬레이션,캐주얼게임,B2C,여성,APP
CP00003362	에르사츠	ERSATZ CO., LTD.	VR 기반 건축 플래너 플랫폼 '올라'를 운영하는 기업	27900000	None	5	부동산/건설,AI/딥테크/블록체인	건축,3D그래픽/CG,VR/AR,B2B,B2C,거래수수료,데이터/API,O2O
CP00014778	미르니	MIRNY INC.	블록체인 노드 운영 문제를 해결하는 글로벌 B2B 클라우드 서비스 '노드인프라'를 운영하는 기업	1616609000	None	7	AI/딥테크/블록체인	암호화폐,블록체인기술,web3.0,B2B,SaaS/엔터프라이즈,용역,WEB
CP00014494	파프리카랩	PAPRICA LAB. CO.,LTD.	웨어러블 방사선선량계 및 방사선치료기를 개발하는 기업	118075000	4.1	7	헬스케어/바이오,제조/하드웨어	바이오/의료,의료기기,제조기술,B2B
CP00010674	와트	WATT CO., LTD.	자율주행로봇 기반 단지 내 물류 배송 인프라를 개발하는 기업	15760000	17.6	8	물류	배송,배송대행,자율주행배송,로봇배송,로봇
CP00013008	그레이비랩	GRAVY LAB. CO., LTD.	머신러닝 기반 AI 커리어코칭 서비스 '그래버' 등을 운영하는 기업	325574000	5.0	8	인사/비즈니스/법률,AI/딥테크/블록체인	구인구직/채용,인사솔루션,인공지능,딥러닝/머신러닝,B2B,B2C,SaaS/엔터프라이즈,APP,WEB,여성창업 
CP00012141	코스알엑스	COSRX INC.	더마 콘셉트 뷰티 브랜드 '코스알엑스'를 운영하는 기업	486192116000	None	179	커머스,뷰티/화장품	이커머스,스킨케어/클렌징,색조/메이크업,헤어/바디,B2C,상품판매/브랜드/하드웨어,WEB,상품/하드웨어
CP00012030	데일리비어	DAILYBEER Co., Ltd.	수제맥주 브랜드 '생활맥주'를 운영하는 기업	20383637000	70.0	58	푸드/농업	맥주,B2B,B2C,상품판매/브랜드/하드웨어,상품/하드웨어,오프라인매장
CP00002436	콩스튜디오코리아	KONG STUDIOS KOREA.CO.LTD	액션 RPG 게임 '가디언테일즈' 및 퍼즐형 게임 '던전링크'를 운영하는 기업	37983338000	740.0	391	게임	RPG,B2C,상품판매/브랜드/하드웨어,APP,상품/하드웨어
CP00018424	제이씨에프테크놀러지	JCF TECHNOLOGY INC.	비접촉식 생체신호 측정 모니터링 레이더 센서를 개발하는 기업	1255120000	None	19	헬스케어/바이오	디지털헬스케어,바이오/의료,IoT,하드웨어,비전센싱/영상인식/센서,B2B,B2C,시니어/실버,상품/하드웨어
CP00012187	어메이징푸드솔루션	Amazing Food Solution, Inc.	환자 대상 식생활 코칭 플랫폼 '수술후뭐먹지'를 운영하는 기업	None	45.0	9	헬스케어/바이오,푸드/농업,AI/딥테크/블록체인	디지털헬스케어,바이오/의료,당뇨/고혈압/만성질환,반찬,신선식품,인공지능,빅데이터,B2C,플랫폼/마켓플레이스,APP,콘텐츠,교육/컨설팅/용역,여성창업 
CP00015022	티카로스	Ticaros Co.,Ltd.	키메라 항원 수용체 T세포를 활용한 면역항암제를 개발하는 기업	0	311.0	26	헬스케어/바이오	바이오/의료,암,신약,B2B,플랫폼/마켓플레이스
CP00002087	가이드라이브	GUIDELIVE INC.	가이드/도슨트 매니지먼트 기반 투어 및 콘텐츠 서비스를 제공하는 기업	528907000	10.0	2	콘텐츠/예술,여행/레저	숙박,항공권,여행정보,레저/액티비티,B2C,플랫폼/마켓플레이스,용역,콘텐츠,교육/컨설팅/용역,null
CP00001548	아이도트	I DOTE CO.,LTD.	자궁경부암 원격판독 AI 시스템 '써비레이'를 개발 및 공급하는 기업	742631000	64.0	16	헬스케어/바이오,AI/딥테크/블록체인	바이오/의료,의료기기,인공지능,B2B,B2C,상품판매/브랜드/하드웨어,상품/하드웨어
CP00011495	오에스씨코리아	OSC KOREA CO.,LTD	오픈소스 기반 데브옵스/MSA 컨설팅 및 구축 서비스를 제공하는 기업	6605514000	20.0	38	통신/보안/데이터	보안/암호화,클라우드,인터넷기술,모바일기술,프로그래밍개발,B2B,SaaS/엔터프라이즈,용역,소프트웨어,교육/컨설팅/용역
CP00010801	에이치케이이노엔	HK inno.N Corporation	의약품, 숙취해소를 제조 및 공급하는 기업	828908233000	5969.0	1712	헬스케어/바이오	바이오/의료,신약,건강기능식품,B2B,B2C,상품판매/브랜드/하드웨어,상품/하드웨어
CP00000113	온코인사이트	ONCOINSIGHT CO., LTD.	세포 치료 기술 기반 면역세포 치료제를 연구, 개발하는 기업	0	245.0	30	헬스케어/바이오	신약,B2B,상품판매/브랜드/하드웨어,상품/하드웨어
CP00001738	라피티	RAPITI CO.,LTD.	메타버스 기반 가상 독서실 플랫폼 '태그룸'을 운영하는 기업	50587000	22.0	0	소셜미디어/커뮤니티,헬스케어/바이오,피트니스/스포츠	영상/비디오,커뮤니티,디지털헬스케어,다이어트,홈트레이닝,PT/피트니스,스포츠/운동,B2C,광고,APP,콘텐츠,비대면/무인시스템/Untact
CP00003386	학생독립만세	STUDENT INDEPENDENCE HURRAH CO.,LTD.	청년 대상 금융 상품 및 후불제 교육 플랫폼 '학생독립만세'를 운영하는 기업	75047000	None	0	금융/보험/핀테크,교육	투자,자산관리,대출,재테크,성인실무교육,B2C,플랫폼/마켓플레이스,WEB,콘텐츠,교육/컨설팅/용역,O2O,비대면/무인시스템/Untact,에듀테크
CP00018759	엔이에스바이오테크놀러지	NES BIOTECHNOLOGY CO.,LTD.	나노블록을 활용한 치료제를 개발하는 기업	210770000	30.0	7	헬스케어/바이오	바이오/의료,신약,제조기술,B2B
CP00002446	소이넷	SOYNET CO.,LTD.	소프트웨어 기반 AI 실행 가속 솔루션 '소이넷'을 제공하는 기업	361150000	10.0	14	AI/딥테크/블록체인	인공지능,B2B,SaaS/엔터프라이즈,소프트웨어
CP00015477	유섭	YOUSUB CO.,LTD.	AI 기반 영상번역 에디터를 개발하는 기업	None	None	12	콘텐츠/예술,인사/비즈니스/법률,AI/딥테크/블록체인	영상/비디오,통번역,프로그래밍개발,인공지능,B2C,SaaS/엔터프라이즈,WEB,소프트웨어
CP00003348	미스터카멜	MR. CAMEL CO.,LTD.	AI 기반 중고 명품 커머스 통합 비교 및 검색 플랫폼 '카멜'을 운영하는 기업	32000	None	3	커머스,패션,AI/딥테크/블록체인	이커머스,유통,의류,신발,패션잡화,쥬얼리,중고패션,명품/중고명품,인공지능,B2B,B2C,플랫폼/마켓플레이스,거래수수료,APP,O2O
CP00012548	웹케시	Web Cash Corporation	자금관리솔루션 '인하우스뱅크', '브랜치', '경리나라'를 제공하는 기업	73580456000	543.0	265	금융/보험/핀테크,인사/비즈니스/법률	자산관리,경리/경영관리,ERP/그룹웨어,B2B,SaaS/엔터프라이즈,APP,소프트웨어
CP00003293	한국기술신용평가	KOREA TECHNOLOGY CREDIT BUREAU	빅데이터 기반 기술신용평가 서비스를 제공하는 기업	1989069000	60.0	46	인사/비즈니스/법률	빅데이터,B2B,용역,교육/컨설팅/용역
CP00013590	더블유에스와이컴퍼니	DEOBEULYUESEUWALEE COMPANY CO.,LTD.	소상공인 대상 모바일 APP 광고 서비스를 제공하는 기업	0	2000.0	None	광고/마케팅	지도/네비게이션/GPS,소상공인,빅데이터,B2B,광고,APP
CP00016265	에이치피오	H.PIO CO.,LTD	건강기능식품 브랜드 '덴프스' 및 반려동물 식품 브랜드 '코펜하겐레서피'를 운영하는 기업	119946494000	885.2	92	커머스,헬스케어/바이오,홈리빙/펫	이커머스,건강기능식품,사료,B2C,상품판매/브랜드/하드웨어,APP,WEB,상품/하드웨어,펫용품
CP00003248	모비젠	JIRANJIGYO SOFT	빅데이터,AI,클라우드,차세대 통신망 기술 기반 데이터 처리 및 관리 시스템을 개발하는 기업	28746345000	124.0	231	통신/보안/데이터,AI/딥테크/블록체인	통신/네트워크/5G,클라우드,프로그래밍개발,인공지능,빅데이터,기타기술,B2B,SaaS/엔터프라이즈,소프트웨어,데이터/API,기타DeepTech
CP00017852	뉴트리그램	NUTRIGRAM CO.,LTD.	단백질 바 브랜드 '뉴트리그램'을 운영하는 기업	1979324000	None	None	커머스,푸드/농업	이커머스,제조기술,B2C,상품판매/브랜드/하드웨어,WEB,상품/하드웨어,단백질
CP00003210	위주	WIJU INC	전통시장 배달 플랫폼 '놀러와요 시장'을 운영하는 기업	1875006000	24.0	15	물류,푸드/농업	배송대행,배달,B2C,플랫폼/마켓플레이스,용역,APP,교육/컨설팅/용역,O2O,비대면/무인시스템/Untact
CP00000011	스타일쉐어	Style Share Inc.	여성 대상 패션/뷰티 커머스 및 커뮤니티 플랫폼 '스타일쉐어'를 운영하는 기업	15019462000	533.0	0	커머스,소셜미디어/커뮤니티,패션	이커머스,커뮤니티,의류,신발,패션잡화,검색/검색엔진,B2C,여성,플랫폼/마켓플레이스,광고,거래수수료,APP,WEB,상품/하드웨어
CP00012129	크래프타	CRAFTA CORP.	개인판매자 대상 온라인 주문서 플랫폼 '티엠엠'을 운영하는 기업	316929000	4.0	7	커머스,물류,인사/비즈니스/법률	이커머스,배송대행,협업툴/생산성,창업,B2B,B2C,플랫폼/마켓플레이스,APP,WEB
CP00003156	오지스	OZYS CO.,LTD.	블록체인 기술을 연구 및 개발하는 기업	1346000000	None	30	AI/딥테크/블록체인	블록체인기술,B2B,SaaS/엔터프라이즈,소프트웨어,기타DeepTech
CP00003163	키인사이드	Keyinside	블록체인 서비스를 개발하는 기업	2070706000	None	24	통신/보안/데이터,AI/딥테크/블록체인	프로그래밍개발,블록체인기술,B2B,SaaS/엔터프라이즈,용역,소프트웨어,기타DeepTech
CP00018412	쿼키	QWERKY CO.,LTD.	3D 모델 기반 건축물 타당성 데이터 플랫폼 'Deepform'을 운영하는 기업	None	None	1	부동산/건설,통신/보안/데이터	건축,데이터,3D그래픽/CG,B2B,플랫폼/마켓플레이스,구독,WEB
CP00002760	노다랩	NODALAB CO.LTD.	빅데이터 기반 기업 대상 식품 무역 거래 플랫폼 '케이푸드바이어'를 운영하는 기업	None	None	0	커머스,푸드/농업	유통,빅데이터,B2B,플랫폼/마켓플레이스,용역,데이터/API,한류/K-POP/K-Contents,코로나
CP00016754	넥스탭	Nex TAb Inc.	엑소좀 바이오 신소재를 개발하는 기업	0	10.0	2	헬스케어/바이오	바이오/의료,신약,소재,B2B
CP00002702	포레스트엔	FORESTN INC.	AI 기반 결혼정보 서비스 플랫폼 '달링'을 운영하는 기업	63106000	None	0	소셜미디어/커뮤니티,AI/딥테크/블록체인	결혼,인공지능,B2C,플랫폼/마켓플레이스,APP,WEB,O2O,비대면/무인시스템/Untact
CP00018483	큐앤드비인터내셔날	Q AND B INTERNATIONAL	골프 패션 브랜드 '어뉴골프' 및 '바이스골프'를 운영하는 기업	67549918000	None	87	커머스,패션,피트니스/스포츠	이커머스,골프,의류,패션잡화,B2C,상품판매/브랜드/하드웨어,WEB,상품/하드웨어
CP00012329	모비릭스	MOBIRIX CORPORATION	온라인 및 모바일 게임을 개발하는 기업	87255926000	252.0	314	게임,통신/보안/데이터	RPG,캐주얼게임,프로그래밍개발,B2C,광고,거래수수료,APP,WEB,콘텐츠
CP00011160	마이퍼피	MY PUPPY CO., LTD.	AI,데이터 기반 펫샵 대상으로 매장관리 솔루션을 제공하는 기업	290681000	None	7	홈리빙/펫,인사/비즈니스/법률	펫케어/펫테크,펫보험,협업툴/생산성,전자계약,인공지능,빅데이터,B2B,SaaS/엔터프라이즈,소프트웨어
CP00015730	워프솔루션	WARP Solution Inc.	중장거리 무선 충전 솔루션을 개발하는 기업	3740764000	40.0	17	제조/하드웨어,통신/보안/데이터	반도체,IoT,제조기술,통신/네트워크/5G,기타기술,B2B
CP00002843	산하정보기술	Chamjoeun Sesang Co.,Ltd.	호텔,리조트 등의 IT 솔루션 및 마케팅솔루션 제공	15119576000	None	121	광고/마케팅,여행/레저,인사/비즈니스/법률	마케팅솔루션,숙박,클라우드,B2B,SaaS/엔터프라이즈,소프트웨어
CP00002856	스키아	SEUKIA CO.,LTD.	AR 기반 시술 및 수술 의료영상 솔루션을 제공하는 기업	48961000	20.0	22	헬스케어/바이오,AI/딥테크/블록체인	바이오/의료,진단/검사,3D그래픽/CG,비전센싱/영상인식/센서,VR/AR,B2B,SaaS/엔터프라이즈,소프트웨어
CP00002969	지란지교컴즈	Jiran Comms Co.,Ltd.	교사와 교직원들이 사용하는 학사업무 전용 메신저 '쿨메신저'를 제공하는 기업	1455169000	10.0	11	인사/비즈니스/법률	협업툴/생산성,B2B,SaaS/엔터프라이즈,WEB,소프트웨어
CP00004538	올리브크리에이티브		축구 테마 뮤지엄 '풋볼팬타지움' 및 AI 기반 디지털 축구 놀이터 '축구파이' 등을 운영하는 기업	1395720000	None	17	콘텐츠/예술,AI/딥테크/블록체인,피트니스/스포츠	전시,스포츠/운동,데이터,인공지능,B2C,플랫폼/마켓플레이스,APP,교육/컨설팅/용역,오프라인매장
