Company ID	Company Name (Korean)	Company Name (English)	기업설명	매출	누적투자금액 (억원)	직원수	카테고리	키워드
CP00012564	나인독	NINDOCK CO.,LTD.	광고회사, 애드테크 미디어 기업 대상 광고비 선충전 및 선정산 플랫폼 '프론트페이'와 경험 기반 구독 플랫폼 '나인독'을 개발하는 기업	144513000	7.0	12	커머스,금융/보험/핀테크,광고/마케팅	정기구독,BNPL,애드테크,플랫폼/마켓플레이스,광고,데이터/API,구독경제
CP00012479	아크리얼	ARCREAL INC.	3D 기반 덴탈 솔루션을 개발하는 기업	0	61.0	11	헬스케어/바이오,AI/딥테크/블록체인	디지털헬스케어,바이오/의료,인공지능,3D그래픽/CG,B2B,SaaS/엔터프라이즈,소프트웨어
CP00012445	알고리고	Algorigo Inc.	머신러닝 기반 자세 모니터링 서비스 ‘알고 헬스’, 자기주도 학습관리 서비스 ‘알고 스터디’를 운영하는 기업	876755000	15.0	17	헬스케어/바이오,AI/딥테크/블록체인	디지털헬스케어,진단/검사,IoT,인공지능,딥러닝/머신러닝,B2C,SaaS/엔터프라이즈,APP,데이터/API
CP00012501	테오	TEO CORP.	예능 방송 콘텐츠를 제작하는 기업	None	100.0	61	콘텐츠/예술	미디어,방송,영상/비디오,B2B,광고,콘텐츠,한류/K-POP/K-Contents
CP00012305	오션나우	OSYUNNAU CO.,LTD.	다이버 대상 매칭 예약 플랫폼 '오션나우'를 운영하는 기업	None	None	2	소셜미디어/커뮤니티,여행/레저	커뮤니티,여행정보,레저/액티비티,B2C,플랫폼/마켓플레이스,WEB
CP00017982	쿠오카스킨	KUO CAR SEUKIN CO.,LTD.	화장품 브랜드 '쿠오카'를 운영하는 기업	1068669000	None	14	커머스,뷰티/화장품	이커머스,스킨케어/클렌징,헤어/바디,B2C,상품판매/브랜드/하드웨어,WEB,상품/하드웨어
CP00013880	파이퍼블릭	Fi-Public Co.,Ltd.	AI 빅데이터 기반 부동산 투자 플랫폼 '리얼바이'를 운영하는 기업	None	None	11	금융/보험/핀테크,부동산/건설	투자,자산관리,프롭테크,상권분석,빅데이터,B2B,B2C,플랫폼/마켓플레이스,APP,금융상품,조각투자
CP00010993	로똔다	ROTONDA CO., LTD.	모바일 기반 암호화폐 지갑 플랫폼 '브리또월렛'을 개발하는 기업	None	155.0	31	금융/보험/핀테크,AI/딥테크/블록체인	결제/페이먼트,송금,주식/증권,암호화폐,블록체인기술,NFT/NFT거래소,VR/AR,B2B,B2C,플랫폼/마켓플레이스,금융상품
CP00001647	레이지소사이어티	LAZY SOCIETY.CO.,LTD	면도 제품 구독 서비스 '레이지소사이어티'를 운영하는 기업	3180344000	None	8	뷰티/화장품	미용기기,B2C,플랫폼/마켓플레이스,구독,상품판매/브랜드/하드웨어,WEB,상품/하드웨어,O2O,구독경제
CP00013401	인포마이닝	INFOMINING CO.,LTD.	인공지능 기반 개인 맞춤 헬스케어 솔루션 '하티하티', '메디워치'를 운영하는 기업	729674000	55.0	5	헬스케어/바이오,AI/딥테크/블록체인	디지털헬스케어,바이오/의료,진단/검사,건강검진,인공지능,딥러닝/머신러닝,빅데이터,B2B,SaaS/엔터프라이즈,소프트웨어
CP00014085	인슈딜	INSUDEAL INC.	연금보험 매매 중개 플랫폼 서비스 '인슈딜'을 운영하는 기업	None	None	7	금융/보험/핀테크	보험/인슈어테크,B2C,플랫폼/마켓플레이스,APP
CP00010795	오비스	OBISEU CO.,LTD.	온라인 가상공간 서비스 '오비스'를 운영하는 기업 	458771000	630.0	None	AI/딥테크/블록체인	코워킹,협업툴/생산성,화상회의/리모트워크/원격근무,B2B,APP,WEB,소프트웨어,메타버스 
CP00011994	수고피플	SUGOPEOPLE CO., LTD.	비대면 쓰레기 수거 서비스 플랫폼 '분리수GO'를 운영하는 기업	None	None	1	홈리빙/펫,환경/에너지	청소,가사노동,폐기물,B2C,구독,APP,교육/컨설팅/용역,비대면/무인시스템/Untact
CP00010221	오픈스카이에듀	OPEN SKY EDU CO.,LTD.	대입 컨설팅 및 멘토링 서비스 플랫폼 '오픈스카이'를 운영하는 기업	1313303000	None	7	교육	청소년교육,비대면교육,B2C,플랫폼/마켓플레이스,WEB,교육/컨설팅/용역,비대면/무인시스템/Untact,에듀테크
CP00014659	이노버스	INO BUS CO.,LTD.	AI기반 리사이클 로봇 '쓰샘'을 운영하는 기업	517950000	None	14	제조/하드웨어,환경/에너지,AI/딥테크/블록체인	로봇,IoT,리사이클링/업사이클링,폐기물,인공지능,하드웨어,상품판매/브랜드/하드웨어,APP,상품/하드웨어,ESG
CP00014610	메타몰프	METAMORP CO.,LTD	웹 기반 3D 프린터 기업 대상 적층제조공정 소프트웨어를 공급하는 기업	736979000	None	11	AI/딥테크/블록체인	프로그래밍개발,3D프린팅,B2B,SaaS/엔터프라이즈,WEB,소프트웨어
CP00014620	보다에이아이	BODAELEEALEE CO.,LTD.	AI 기반 제조 기업 대상 품질검사 머신비전 플랫폼을 제공하는 기업	98853000	None	4	통신/보안/데이터,AI/딥테크/블록체인	스마트팩토리,데이터,인공지능,딥러닝/머신러닝,B2B,SaaS/엔터프라이즈,소프트웨어
CP00011820	디렉셔널	DIRECTIONAL CO.,LTD.	블록체인 기반 개인간 주식대차 거래 플랫폼 '디렉셔널'을 운영하는 기업	21491000	None	17	금융/보험/핀테크,AI/딥테크/블록체인	투자,주식/증권,블록체인기술,B2C,플랫폼/마켓플레이스,WEB,금융상품,여성창업 
CP00014666	케모웨이브	KAEMOWAELEEBEU CO.,LTD.	나노 입자 합성 및 분산 기술을 개발하는 기업 	64532000	None	3	제조/하드웨어	화학,제조기술,B2B
CP00018408	이뮤즈테라퓨틱스	IMMUSE THERAPEUTICS, INC.	면역 항암제 신약을 개발하는 기업	None	67.0	21	헬스케어/바이오	바이오/의료,암,신약,B2B
CP00014612	뉴로엑스티	Neuro XT Co.,Ltd.	AI 기반 알츠하이머 관련 영상 솔루션을 개발하는 기업	0	4.0	12	헬스케어/바이오,AI/딥테크/블록체인	디지털헬스케어,바이오/의료,인공지능,B2B,B2C,SaaS/엔터프라이즈,치매
CP00011798	컬러버랩	COLOR LOVER LAB CO., LTD.	퍼스널컬러 뷰티 큐레이션 플랫폼 '컬러버'를 운영하는 기업	235503000	None	8	뷰티/화장품	색조/메이크업,뷰티테크,화장품정보/리뷰,B2C,플랫폼/마켓플레이스,O2O
CP00003122	위벗		AI기반 폐암 진단 솔루션을 제공하는 기업	None	4.0	0	헬스케어/바이오	디지털헬스케어,바이오/의료,진단/검사,인공지능,B2B,플랫폼/마켓플레이스,SaaS/엔터프라이즈,APP,소프트웨어
CP00010459	알고랩	AlgoLab Co.,Ltd.	온라인 퀵서비스 플랫폼 '알고퀵' 및 오토바이 탁송 서비스 '고바이크'를 운영하는 기업	8078765000	20.0	25	물류	퀵서비스,B2C,플랫폼/마켓플레이스,용역,WEB,교육/컨설팅/용역,O2O
CP00013718	엠비치오넴	AMBITIONEM INC.	지역 기반 에스프레소 바 '오우야'를 운영하는 기업	None	None	None	푸드/농업	음료,B2B,B2C,상품판매/브랜드/하드웨어,공간,오프라인매장,커피
CP00011746	토스모바일	Toss Mobile Co., Ltd.	토스의 알뜰폰 서비스 '토스모바일'을 운영하는 기업	24146874000	None	49	통신/보안/데이터	통신/네트워크/5G,모바일기술,B2C,구독,APP,WEB,기타서비스 
CP00011752	루나소프트		AI 기반 이커머스 챗봇 구축 솔루션 제공 및 고객상담 플랫폼 '루나플러스'를 운영하는 기업	12079103000	262.0	56	광고/마케팅,인사/비즈니스/법률,AI/딥테크/블록체인	애드테크,마케팅솔루션,CRM,ERP/그룹웨어,인공지능,B2B,SaaS/엔터프라이즈,APP,데이터/API,챗봇,생성형AI
CP00001792	투믹스	TOOMICS	웹툰 플랫폼 '투믹스'를 운영하는 기업	17514410000	130.0	140	콘텐츠/예술	웹툰/만화,B2C,플랫폼/마켓플레이스,거래수수료,APP,WEB,콘텐츠
CP00011708	에듀템	EDUTEM CO.,LTD.	AI 기반 외국어 학습 솔루션을 개발하는 기업	2000123000	None	17	교육,AI/딥테크/블록체인	영어,외국어,비대면교육,인공지능,딥러닝/머신러닝,B2C,SaaS/엔터프라이즈,APP,소프트웨어,교육/컨설팅/용역,에듀테크
CP00011685	바비디	BOBIDI, INC.	AI 모델 테스팅 플랫폼 '바비디'를 운영하는 기업	0	98.0	7	AI/딥테크/블록체인	인공지능,비전센싱/영상인식/센서,B2C,플랫폼/마켓플레이스,APP
CP00011648	바이트컴퍼니	BALEETEU COMPANY CO.,LTD.	2030 대상 비즈니스 경제 뉴스레터 플랫폼 '데일리바이트'를 운영하는 기업	403964000	None	11	콘텐츠/예술	미디어,뉴스,뉴스레터,B2C,구독,APP,WEB,콘텐츠
CP00011591	종달랩	JONGDAL LAB. INC.	AI 기반 의류 원부자재 유통 플랫폼 '부자마켓'을 운영하는 기업	9686000	1.0	1	커머스,패션,AI/딥테크/블록체인	이커머스,유통,의류,패션테크,인공지능,B2B,B2C,플랫폼/마켓플레이스,APP,WEB,상품/하드웨어,O2O
CP00011626	오션스	OCEANS INC.	암호화폐 거래 플랫폼 '오션스'를 운영하는 기업	4729404000	100.0	2	금융/보험/핀테크,AI/딥테크/블록체인	투자,암호화폐,코인거래소,블록체인기술,B2C,플랫폼/마켓플레이스,거래수수료,APP,금융상품
CP00018482	더도니	DEODONI CO.,LTD.	휴대용 칼륨이온 체외진단기기 및 기능성 항암약물, 줄기세포 기반 재생의학을 연구개발하는 기업	84067000	None	3	헬스케어/바이오	바이오/의료,암,진단/검사,의료기기,제조기술,하드웨어,B2B
CP00013723	프리디소프트	Free D Soft Inc.	AI와 빅데이터 기반 글로벌 회사 대상 커머스 솔루션을 제공하는 기업	4087909000	187.0	15	커머스,광고/마케팅	이커머스,마케팅솔루션,B2B,SaaS/엔터프라이즈,용역,교육/컨설팅/용역
CP00011500	레이첼블루	RACHELBLUE, INC.	쥬얼리 판매 및 공유경제 브랜드 '레이첼블루'를 운영하는 기업	184191000	None	10	커머스,패션	이커머스,중고,패션잡화,쥬얼리,B2C,플랫폼/마켓플레이스,상품판매/브랜드/하드웨어,WEB,상품/하드웨어,공유경제/긱이코노미
CP00011702	클라이머스	CLIMBERS CO., LTD.	취향 기반 아트커머스 플랫폼 '찹스틱스'를 운영하는 기업	98989000	None	12	커머스,콘텐츠/예술	이커머스,미술,디자인,생활용품/소품,B2C,플랫폼/마켓플레이스,WEB,상품/하드웨어
CP00001661	제너레잇	ZENERATE INC.	AI 기반 부동산 개발 단계 빌딩 디자인 솔루션을 제공하는 기업	8580000	40.0	13	부동산/건설,AI/딥테크/블록체인	건축,설계,프롭테크,인공지능,빅데이터,B2B,SaaS/엔터프라이즈,용역,교육/컨설팅/용역,데이터/API
CP00011331	아워튜브	AWOTYOOBEU CO.,LTD.	유튜브채널 광고수익 청구권 거래 플랫폼 '아워튜브'를 운영하는 기업	52000	2.3	0	커머스,광고/마케팅	이커머스,미디어,MCN/크리에이터,애드테크,B2C,플랫폼/마켓플레이스,APP,금융상품
CP00010238	랭코드	LANGCODE INC.	AI 및 클라우드 기반 개발 트레이닝, 가이드, 협업 솔루션을 제공하는 기업	1158567000	2.0	18	인사/비즈니스/법률	조직관리/조직문화,협업툴/생산성,B2B,SaaS/엔터프라이즈,용역,소프트웨어,교육/컨설팅/용역
CP00016843	에스그래핀	S-Graphene Co., Ltd.	그래핀 응용 2차전지 신소재를 개발하는 기업	0	105.0	19	제조/하드웨어	배터리,소재,제조기술,B2B
CP00012225	우트	WOOT CORP.	관심사 기반 동네친구 커뮤니티 플랫폼 '우트'와 성격 유형 퀴즈 플랫폼 '타입스'를 운영하는 기업	1731000	None	5	소셜미디어/커뮤니티,게임	SNS,커뮤니티,B2C,APP,콘텐츠
CP00000787	웰리시스	WELLYSIS CORP.	AI 기반 웨어러블 심전도 모니터링 기기 'S-Patch'를 제조하는 기업	599530000	105.0	19	헬스케어/바이오,제조/하드웨어,AI/딥테크/블록체인	디지털헬스케어,바이오/의료,의료기기,웨어러블,인공지능,B2B,B2C,상품판매/브랜드/하드웨어,APP,WEB,데이터/API
CP00000309	그램퍼스	Grampus Inc.	캐주얼 패밀리 게임을 개발하고 운영하는 기업	10323196000	158.0	67	게임	아케이드,어드벤처,캐주얼게임,B2C,상품판매/브랜드/하드웨어,광고,APP
CP00011269	위메프오	WEMAKE O CO.,LTD.	배달 주문 및 결제 서비스 플랫폼 '위메프오'를 운영하는 기업	1795760000	55.0	31	물류,푸드/농업	배송,배달,B2C,플랫폼/마켓플레이스,거래수수료,용역,APP,O2O
CP00011259	크로센트	CROSSENT CO.,LTD.	클라우드 플랫폼 개발 및 클라우드 전환 컨설팅, IT 컨설팅 솔루션 사업을 운영하는 기업	8484324000	10.0	67	인사/비즈니스/법률,통신/보안/데이터	ERP/그룹웨어,클라우드,프로그래밍개발,B2B,SaaS/엔터프라이즈,소프트웨어
CP00011252	와이리	WAIRI INC.	여행 마케팅 및 인플루언서 플랫폼 '와이리'를 운영하는 기업	168424000	None	6	커머스,광고/마케팅,여행/레저	이커머스,바이럴마케팅,숙박,여행정보,레저/액티비티,B2B,B2C,플랫폼/마켓플레이스,WEB,null,인플루언서
CP00001040	하이퍼클라우드	HYPERCLOUD CO., LTD	클라우드 기반 AR/XR 콘텐츠 솔루션을 제공하는 기업	717309000	None	26	통신/보안/데이터,AI/딥테크/블록체인	모바일기술,프로그래밍개발,빅데이터,VR/AR,B2B,용역,교육/컨설팅/용역
CP00011184	비트윈어스	BETWEEN US CO.,LTD.	커플 대상 소셜네트워크 서비스 플랫폼 '비트윈'을 운영하는 기업	None	None	0	소셜미디어/커뮤니티	SNS,커뮤니티,메세지 ,데이팅,B2C,플랫폼/마켓플레이스,APP
CP00011122	더라피스	THE LAPIS CO.,LTD.	온라인 요가 수업 플랫폼 '웰리'를 운영하는 기업	767091000	4.4	4	커머스,헬스케어/바이오,피트니스/스포츠	디지털헬스케어,다이어트,홈트레이닝,필라테스/요가/스트레칭,스포츠/운동,B2C,플랫폼/마켓플레이스,상품판매/브랜드/하드웨어,WEB,교육/컨설팅/용역,비대면/무인시스템/Untact
CP00011167	앰버린	AMBERIN CO.,LTD.	체험형 미디어아트 전시 및 전시품을 제작하는 기업	2101715000	None	21	콘텐츠/예술	영화,영상/비디오,공연,디자인,전시,B2B,B2C,용역,콘텐츠,교육/컨설팅/용역,여성창업 
CP00011151	아이엠디티	IAMDT CO.,LTD.	동물병원 경영지원 브랜드 '벳아너스'를 운영하는 기업	995732000	75.0	35	홈리빙/펫,인사/비즈니스/법률	동물병원/수의사,펫케어/펫테크,경리/경영관리,B2B,용역,교육/컨설팅/용역
CP00012838	젬크로	GEMCRO CO.,LTD.	신약 및 질환모델 마우스를 개발하는 기업 	225490000	None	7	헬스케어/바이오	바이오/의료,신약,B2B,상품판매/브랜드/하드웨어,상품/하드웨어
CP00001969	디유닛	D-UNIT CO.,LTD.	여성 대상 패션 커머스 플랫폼 '서울스토어'를 운영하는 기업	7296527000	155.0	0	커머스,패션	이커머스,유통,의류,신발,패션잡화,B2C,여성,플랫폼/마켓플레이스,광고,APP,WEB,O2O
CP00011150	뷰메진	VIEWMAGINE CO.,LTD	AI 자동운행 드론을 이용한 오일 및 가스 파이프라인 검사 솔루션을 제공하는 기업	646341000	16.0	4	모빌리티/교통,부동산/건설	드론,건축,안전,하드웨어,B2B,SaaS/엔터프라이즈,상품판매/브랜드/하드웨어,상품/하드웨어,소프트웨어
CP00014795	랩엠제로	LAB M ZERO	소재 연구 및 소재 중심 제품 디자인을 개발하는 기업	913012000	None	12	콘텐츠/예술,제조/하드웨어	디자인,소재,제조기술,하드웨어,B2B,용역,상품/하드웨어
CP00014833	엑스픽	EXPIKX CO., LTD.	빔포밍 안테나 기술을 개발하는 기업	21699000	None	4	제조/하드웨어	제조기술,통신/네트워크/5G,하드웨어,B2B
CP00011034	엔드앤드코리아	END AND KOREA INC	글로벌 대상 중고명품 거래 플랫폼 ‘엔드앤드코리아'를 운영하는 기업	0	None	9	커머스,패션	이커머스,중고,유통,도매,의류,신발,패션잡화,명품/중고명품,B2B,B2C,플랫폼/마켓플레이스,상품/하드웨어,중고거래/중고명품,리셀
CP00001656	매치게이트	MATCH GATE INC.	재벌가, 셀러브리티 대상 데이팅 플랫폼 '플렉스'를 운영하는 기업	3163000	None	10	소셜미디어/커뮤니티	커뮤니티,데이팅,B2C,플랫폼/마켓플레이스,APP,O2O
CP00010710	파파모빌리티	PAPAMOBILRITI CO.,LTD.	차량 호출 플랫폼 '파파'를 운영하는 기업	1371693000	60.0	124	모빌리티/교통	카쉐어링/차량공유,렌터카,렌탈/대여,공유경제/긱이코노미
CP00018465	디시젠	DCGen Co.,Ltd.	유전자 분석 기술 기반 암환자 및 일반인 대상 진단 도구를 개발하는 기업 	4008905000	50.0	33	헬스케어/바이오	바이오/의료,암,진단/검사,B2B,상품판매/브랜드/하드웨어,상품/하드웨어
CP00013593	트리즈커머스	TRIZ COMMERCE CO.,LTD.	헬스 앤 뷰티 브랜드 '마이해빗', 비건 뷰티 브랜드 '아르히' 등을 운영하는 기업	13604152000	70.0	65	커머스,헬스케어/바이오,뷰티/화장품	이커머스,MCN/크리에이터,다이어트,건강기능식품,간편식/HMR,스킨케어/클렌징,B2C,상품판매/브랜드/하드웨어,WEB,상품/하드웨어
CP00010866	쿠핏	KUPIT CO.,LTD.	ITI 기반 자전거 네비게이션 플랫폼 '오픈라이더'를 운영하는 기업	239267000	None	0	헬스케어/바이오,피트니스/스포츠	디지털헬스케어,스포츠/운동,리워드,지도/네비게이션/GPS,B2C,플랫폼/마켓플레이스,APP
CP00011910	한빗코코리아	Hanbitco Korea Co.,Ltd.	암호화폐 거래 플랫폼 '한빗코'를 운영하는 기업	8655000	60.0	8	금융/보험/핀테크,AI/딥테크/블록체인	자산관리,거래소,암호화폐,코인거래소,블록체인기술,B2B,B2C,플랫폼/마켓플레이스,거래수수료,APP,WEB,데이터/API,금융상품
CP00010851	아이스크리에이티브	ICE Creative Co.,Ltd.	뷰티 크리에이터 기반 매니지먼트 서비스를 운영하는 기업	15521994000	95.0	24	콘텐츠/예술,뷰티/화장품	미디어,MCN/크리에이터,숏폼,뷰티테크,B2B,상품판매/브랜드/하드웨어,상품/하드웨어,여성창업 
CP00013795	도서담	DOSEODAM CO.,LTD.	크라우드펀딩과 출판을 통합한 솔루션 ‘페이지(PAYGE)’ 운영하는 기업	None	None	2	커머스,콘텐츠/예술	이커머스,크라우드펀딩,유통,출판,B2C,상품판매/브랜드/하드웨어,콘텐츠
CP00012906	닥터엑솔	DAKTEOAEKSOL CO.,LTD.	임상실험기반 헬스케어 솔루션을 제공하는 기업	307882000	None	6	헬스케어/바이오	디지털헬스케어,바이오/의료,B2C,SaaS/엔터프라이즈,APP,WEB
CP00002200	딥스튜디오	DEEP STUDIO CO.,LTD.	딥러닝 컴퓨터 그래픽 기술 기반 디지털 휴먼 개발 및 가상 K팝 아이돌 연예 기획사를 운영하는 기업	101939000	81.0	7	AI/딥테크/블록체인	인공지능,B2B,SaaS/엔터프라이즈,소프트웨어,콘텐츠,버추얼 휴먼
CP00012171	창소프트아이앤아이	CHANG SOFT I & I CO.,LTD.	3차원 기반 BIM 모델링 솔루션 '빌더허브'를 제공하는 기업	3023230000	54.0	34	부동산/건설,AI/딥테크/블록체인	건축,설계,프롭테크,3D그래픽/CG,B2B,SaaS/엔터프라이즈,용역,소프트웨어,교육/컨설팅/용역
CP00016903	아임유	IM U CO.,LTD.	키오스크 및 포스 솔루션을 제공하는 기업	32713735000	None	58	금융/보험/핀테크,제조/하드웨어	POS,제조기술,하드웨어,B2B,소프트웨어,비대면/무인시스템/Untact
CP00010809	대범한사람들	DAEBEOMHANSARAMDEUL CO.,LTD.	지인추천 기반 라이크커머스 플랫폼 '이거어때'를 운영하는 기업	None	None	5	커머스,소셜미디어/커뮤니티	리뷰,SNS,커뮤니티,B2C,플랫폼/마켓플레이스,APP
CP00019389	스튜디오플로우	STUDIO FLOW, INC.	예능 및 드라마 등의 콘텐츠 제작 서비스를 제공하는 기업	32804851000	300.0	14	콘텐츠/예술	드라마,B2B,콘텐츠,교육/컨설팅/용역
CP00010774	오스카퓨쳐라	OSCAR FUTURERA INC.	메타버스 기반 패션 플랫폼 '오브오티디'를 운영하는 기업	17391000	None	4	패션,AI/딥테크/블록체인	의류,신발,패션테크,VR/AR,B2B,B2C,상품판매/브랜드/하드웨어,소프트웨어,O2O,메타버스 
CP00003245	홀로스탠딩	HOLOSTANDING CO.,LTD	보증금 없이 원룸을 구할 수 있는 서비스 플랫폼을 제공하는 기업	None	None	0	부동산/건설	부동산중개,B2C,1인가구,플랫폼/마켓플레이스,거래수수료,WEB,O2O
CP00013547	베리나이스	VERYNICE INC	아동대상 천연성분 기반 목욕놀이 브랜드 '나띵프로젝트'를 운영하는 기업	686844000	None	3	홈리빙/펫,유아/출산	이커머스,스킨케어/클렌징,생활용품/소품,B2C,유아동,상품판매/브랜드/하드웨어,상품/하드웨어
CP00001977	왁티	WAGTI CO.,LTD.	스포츠 PR마케팅 서비스 제공 및 커머스 플랫폼 '골스튜디오', 'SW19'를 운영하는 기업	4682605000	272.5	51	커머스,광고/마케팅,여행/레저	이커머스,애드테크,마케팅솔루션,레저/액티비티,B2B,B2C,SaaS/엔터프라이즈,상품판매/브랜드/하드웨어,WEB,상품/하드웨어,교육/컨설팅/용역
CP00010730	어노테이션에이아이	ANNOTATION AI CO., LTD.	딥러닝 기반 학습데이터 가공툴 '아노위즈'를 개발하는 기업	65620000	None	2	통신/보안/데이터,AI/딥테크/블록체인	데이터,프로그래밍개발,인공지능,딥러닝/머신러닝,B2B,SaaS/엔터프라이즈,소프트웨어
CP00002637	공업사스토어	GONGEOPSA STORE CO.,LTD.	자동차용 보수 페인트와 기자재를 판매하는 기업	25767454000	95.0	77	커머스	이커머스,유통,B2B,B2C,플랫폼/마켓플레이스,상품판매/브랜드/하드웨어,APP,WEB,상품/하드웨어,O2O,오프라인매장
CP00003057	핀테라퓨틱스	PIN THERAPEUTICS INC.	PROTAC 및 단백질 분해기술 기반 신약을 제조 및 공급하는 기업	562389000	403.0	27	커머스,헬스케어/바이오,제조/하드웨어	유통,바이오/의료,신약,화학,B2B,상품판매/브랜드/하드웨어,상품/하드웨어,단백질
CP00010636	싸이퍼롬	CIPHER ROM CO.,LTD.	유전체 분석 기반 약물 적합성 예측 알고리즘 서비스를 개발하는 기업	None	275.0	None	헬스케어/바이오	바이오/의료,신약,빅데이터,B2B,SaaS/엔터프라이즈,소프트웨어
CP00003376	띵굴	THINGOOL CO., LTD.	맛집과 코스트코 식료품, 생활용품 등을 유통 및 새벽 배송하는 플랫폼 '띵굴마켓'등을 운영하는 기업	3355612000	55.0	0	커머스,푸드/농업,홈리빙/펫	이커머스,유통,밀키트,간편식/HMR,반찬,음료,신선식품,디저트,인테리어,생활용품/소품,B2C,플랫폼/마켓플레이스,상품판매/브랜드/하드웨어,거래수수료,WEB,상품/하드웨어,O2O,오프라인매장
CP00014054	아레나캐스트	ARENACAST.INC.	인터렉티브 서비스 플랫폼 '랭킹볼', '픽앤고'를 운영하는 기업	9877168000	None	2	콘텐츠/예술,피트니스/스포츠	영상/비디오,스포츠/운동,블록체인기술,B2C,플랫폼/마켓플레이스,콘텐츠,메타버스 
CP00014803	투바이오스	TU BIO SEU CO.,LTD.	이식형 약물 주입 의료기기 시스템을 연구개발하는 기업	0	None	5	헬스케어/바이오,제조/하드웨어	바이오/의료,의료기기,제조기술,하드웨어,B2B
CP00014637	메트릿	METLIT, INC.	MRS(특수자기공명분광법) AI 분석 및 진단 솔루션을 제공하는 기업	0	None	5	헬스케어/바이오,AI/딥테크/블록체인	바이오/의료,진단/검사,데이터,인공지능,딥러닝/머신러닝,B2B
CP00011210	포비즈코리아	FORBIZ KOREA CORPORATION	기업 대상 통합 이커머스 솔루션을 제공하는 기업	6966931000	123.0	50	커머스,광고/마케팅,인사/비즈니스/법률	이커머스,애드테크,마케팅솔루션,협업툴/생산성,ERP/그룹웨어,B2B,SaaS/엔터프라이즈,용역,소프트웨어,교육/컨설팅/용역
CP00019037	렉스퍼	LXPER Inc.	AI 기반 영어 디지털 교과서 플랫폼을 제공하는 기업	537219000	None	12	교육,AI/딥테크/블록체인	영어,인공지능,자연어처리/텍스트마이닝,B2B,플랫폼/마켓플레이스,SaaS/엔터프라이즈
CP00002709	씨에이플래닛	CA PLANET	CAD,CAE 컨설팅 및 솔루션을 제공하는 기업	1567954000	1.0	11	AI/딥테크/블록체인	3D그래픽/CG,B2B,SaaS/엔터프라이즈,소프트웨어
CP00010555	피어	PEER INC.	AI 기반 멘탈 헬스케어 및 메시지 플랫폼 '너, 사만다'를 운영하는 기업	1495000	None	0	소셜미디어/커뮤니티,헬스케어/바이오,AI/딥테크/블록체인	커뮤니티,메세지 ,디지털헬스케어,심리상담/정신건강,디지털치료제,인공지능,B2C,플랫폼/마켓플레이스,거래수수료,APP,교육/컨설팅/용역,비대면/무인시스템/Untact,여성창업 
CP00003271	엔퓨전	Nfusion Co.,Ltd	2D 애니메이션 기반 모바일 수집형 RPG 게임을 개발하는 기업	0	55.0	11	콘텐츠/예술,게임	애니메이션,RPG,B2C,SaaS/엔터프라이즈,거래수수료,소프트웨어,콘텐츠
CP00001962	알테아	ALTHEA INC.	동남아 시장 대상 한국 화장품 역직구 플랫폼 '알테아'를 운영하는 기업	1392266000	122.0	0	커머스,뷰티/화장품	이커머스,직구/역직구,스킨케어/클렌징,색조/메이크업,헤어/바디,미용기기,화장품정보/리뷰,B2C,플랫폼/마켓플레이스,WEB,O2O,한류/K-POP/K-Contents
CP00010169	에이아이바	ELEEALEEBA CO.,LTD.	AR, VR 기반 모바일 바디 사이즈 측정 서비스 플랫폼 '마이핏'을 운영하는 기업	280795000	3.2	11	패션	패션테크,인공지능,빅데이터,VR/AR,B2C,플랫폼/마켓플레이스,APP,데이터/API
CP00002773	나인코퍼레이션	NINE CORPORATION, INC.	블록체인 기반 게임엔진을 개발하는 기업	3385916000	21.0	25	게임,AI/딥테크/블록체인	MMORPG,블록체인기술,B2B,SaaS/엔터프라이즈,소프트웨어,기타DeepTech
CP00015315	액셀러즈	AEKSAELREOJEU CO.,LTD.	음악 크리에이터 MCN 매니지먼트 및 음악 콘텐츠 제작 솔루션을 운영하는 기업	None	None	5	콘텐츠/예술	음악,MCN/크리에이터,B2B,콘텐츠,교육/컨설팅/용역
CP00011886	넥스트레벨스튜디오	NEXT LEVEL Studio Inc.	웹툰 및 웹소설을 제작하는 기업	0	None	39	콘텐츠/예술	출판,웹툰/만화,B2C,상품판매/브랜드/하드웨어,콘텐츠,웹소설
CP00002262	허닭	HEODAK CO.,LTD.	닭가슴살 판매 브랜드 '허닭'을 운영하는 기업	38574170000	45.0	2	푸드/농업	건강기능식품,B2B,SaaS/엔터프라이즈,APP,WEB
CP00003409	코아시아넥셀	CoAsia Nexell Co.,Ltd.	차량용 반도체를 공급 및 제조하는 기업	15974660000	134.0	92	커머스,제조/하드웨어,모빌리티/교통	유통,반도체,제조기술,하드웨어,B2B,상품판매/브랜드/하드웨어,용역,상품/하드웨어,교육/컨설팅/용역,공정/자재/설비,ESG
CP00001568	어뮤즈	AMUSE CO.,LTD	보행이 불편한 관광약자 대상 여행 상품 및 풀 컨시어지 서비스를 제공하는 기업	1840640000	None	6	여행/레저	숙박,여행정보,레저/액티비티,B2C,유아동,시니어/실버,장애인,용역,콘텐츠,교육/컨설팅/용역
CP00001638	클로아	CLOA, LTD.	실시간 데이터 분석 솔루션을 개발하는기업	115162000	60.0	0	통신/보안/데이터,AI/딥테크/블록체인	데이터,클라우드,프로그래밍개발,빅데이터,B2B,SaaS/엔터프라이즈,소프트웨어
